"source","destination","targetPorts","bytesOut","bytesIn","durationSeconds","firstFlowDate","lastFlowDate","attemptCount"
"172.10.0.6","172.20.2.105",14,1036,0.0,0,"2013-04-03 04:22:15","2013-04-03 23:18:30",14
"10.1.0.75","172.30.2.93",1,633,392.0,0,"2013-04-03 10:18:24","2013-04-03 10:18:24",1
"172.30.1.235","172.0.0.1",29,2610,90.0,0,"2013-04-03 00:26:46","2013-04-03 23:06:00",29
"172.30.1.94","10.0.0.10",62,28444,630.3870968,95,"2013-04-03 06:48:47","2013-04-03 12:04:55",62
"172.30.2.61","10.0.0.12",68,29002,591.7941176,5,"2013-04-03 06:48:47","2013-04-03 12:12:36",68
"172.30.1.247","239.255.255.250",4,1050,0.0,6,"2013-04-03 06:36:13","2013-04-03 06:36:20",4
"172.20.2.89","10.0.0.8",64,28613,613.21875,5,"2013-04-03 06:54:11","2013-04-03 11:17:42",64
"10.0.0.9","172.20.2.143",2,686,195.5,0,"2013-04-03 10:21:53","2013-04-03 10:43:50",2
"172.10.1.197","10.1.0.100",77,35035,631.7922078,2,"2013-04-03 06:48:58","2013-04-03 14:53:01",77
"172.20.2.62","10.0.0.14",78,35304,632.3076923,1,"2013-04-03 06:49:24","2013-04-03 11:11:41",78
"172.20.2.128","10.0.0.9",75,33991,618.24,29,"2013-04-03 06:57:17","2013-04-03 11:18:29",75
"172.20.1.201","10.0.0.13",120,54534,633.0,33,"2013-04-03 06:49:19","2013-04-03 15:17:04",120
"10.0.0.9","172.20.2.101",2,1148,222.5,0,"2013-04-03 09:50:14","2013-04-03 11:12:10",2
"10.0.0.13","172.10.2.120",1,571,108.0,0,"2013-04-03 09:53:05","2013-04-03 09:53:05",1
"172.30.2.80","10.0.0.14",75,32750,596.36,139,"2013-04-03 06:48:34","2013-04-03 12:12:37",75
"172.30.2.84","10.0.0.14",72,30992,595.5833333,213,"2013-04-03 06:53:26","2013-04-03 12:12:37",72
"172.10.1.45","10.1.0.100",98,45337,634.0,18,"2013-04-03 06:49:31","2013-04-03 15:15:17",98
"10.0.0.10","172.20.1.210",1,633,392.0,0,"2013-04-03 11:02:52","2013-04-03 11:02:52",1
"172.10.1.253","10.0.0.9",93,42587,630.2580645,11,"2013-04-03 06:48:42","2013-04-03 15:16:12",93
"172.20.1.31","10.0.0.5",62,28556,617.0967742,26,"2013-04-03 06:53:20","2013-04-03 11:22:33",62
"172.30.1.37","10.0.0.5",76,34042,614.7631579,12,"2013-04-03 06:50:22","2013-04-03 12:11:25",76
"172.10.0.6","172.30.2.63",12,888,0.0,0,"2013-04-03 13:12:32","2013-04-03 23:16:24",12
"172.20.1.69","10.0.0.12",58,26332,631.137931,5,"2013-04-03 06:52:02","2013-04-03 11:30:11",58
"172.30.1.95","10.0.0.5",84,38335,631.3571429,115,"2013-04-03 06:48:23","2013-04-03 12:03:13",84
"10.1.0.77","172.10.1.40",1,633,392.0,0,"2013-04-03 10:37:05","2013-04-03 10:37:05",1
"172.10.2.93","10.0.0.9",110,47600,631.5090909,13,"2013-04-03 06:49:22","2013-04-03 15:11:00",110
"172.10.2.57","10.0.0.9",104,45200,632.0,18,"2013-04-03 06:48:51","2013-04-03 14:57:50",104
"172.10.1.19","10.0.0.12",108,49492,632.5,31,"2013-04-03 06:50:22","2013-04-03 14:55:52",108
"172.10.0.6","172.30.1.32",9,666,0.0,0,"2013-04-03 04:57:35","2013-04-03 22:18:22",9
"172.30.1.154","10.0.0.5",70,31540,622.2,7,"2013-04-03 06:49:13","2013-04-03 11:59:15",70
"10.0.0.12","172.20.2.100",1,633,392.0,0,"2013-04-03 10:28:41","2013-04-03 10:28:41",1
"172.10.0.6","172.20.1.75",13,962,0.0,0,"2013-04-03 04:21:41","2013-04-03 23:17:56",13
"10.0.0.5","172.20.1.76",1,570,108.0,0,"2013-04-03 10:21:01","2013-04-03 10:21:01",1
"172.20.1.43","10.0.0.10",54,24014,630.7037037,5,"2013-04-03 06:49:12","2013-04-03 11:09:37",54
"172.30.1.68","10.0.0.13",74,33116,613.7027027,23,"2013-04-03 06:47:57","2013-04-03 12:06:52",74
"172.30.1.234","172.30.0.4",3,558,0.0,24,"2013-04-03 11:54:15","2013-04-03 11:57:08",3
"172.30.1.143","10.0.0.13",66,30194,632.1818182,9,"2013-04-03 06:51:18","2013-04-03 11:41:00",66
"10.0.0.5","172.20.1.211",1,570,108.0,0,"2013-04-03 10:39:35","2013-04-03 10:39:35",1
"172.30.1.175","10.0.0.8",98,45202,629.244898,46,"2013-04-03 06:51:49","2013-04-03 11:58:38",98
"172.10.0.6","172.10.1.227",4,296,0.0,0,"2013-04-03 04:21:02","2013-04-03 20:16:30",4
"172.10.1.9","10.1.0.77",96,43760,626.4895833,17,"2013-04-03 06:48:54","2013-04-03 15:15:03",96
"172.20.1.16","10.0.0.11",56,25424,633.0,7,"2013-04-03 06:53:55","2013-04-03 11:20:32",56
"172.30.2.120","172.0.0.1",1,270,0.0,1,"2013-04-03 06:36:09","2013-04-03 06:36:09",1
"172.10.2.114","172.0.0.1",31,2880,84.19354839,0,"2013-04-03 01:10:48","2013-04-03 23:36:19",31
"172.10.1.39","10.0.0.11",103,47058,624.0097087,23,"2013-04-03 06:48:44","2013-04-03 15:12:34",103
"172.10.1.85","10.1.0.77",85,38680,627.5529412,29,"2013-04-03 06:48:35","2013-04-03 14:28:12",85
"172.10.1.254","10.0.0.10",92,41890,626.1195652,17,"2013-04-03 06:50:11","2013-04-03 14:38:29",92
"172.10.1.86","10.0.0.8",100,44801,619.52,4,"2013-04-03 06:55:03","2013-04-03 15:16:03",100
"172.20.1.87","172.0.0.1",28,2880,90.0,19,"2013-04-03 00:45:07","2013-04-03 22:50:02",28
"172.10.1.150","10.0.0.8",76,35073,623.0789474,18,"2013-04-03 07:00:40","2013-04-03 15:04:55",76
"172.10.2.106","10.0.0.14",97,41820,622.3402062,33,"2013-04-03 06:49:05","2013-04-03 15:14:17",97
"172.10.1.95","10.0.0.9",102,45753,626.3333333,0,"2013-04-03 06:50:41","2013-04-03 15:15:01",102
"10.0.0.13","172.10.2.123",4,1891,211.0,0,"2013-04-03 09:50:32","2013-04-03 11:29:24",4
"172.30.2.97","10.0.0.5",90,40492,619.2444444,49,"2013-04-03 06:48:09","2013-04-03 12:05:33",90
"10.7.5.5","172.10.1.142",3,7887051,63232.66667,75,"2013-04-03 10:28:46","2013-04-03 11:36:31",3
"10.1.0.75","172.10.1.60",1,633,392.0,0,"2013-04-03 10:01:40","2013-04-03 10:01:40",1
"172.30.1.17","10.0.0.14",80,35412,613.8,96,"2013-04-03 06:50:57","2013-04-03 12:12:43",80
"172.20.2.141","10.0.0.7",66,29398,613.6666667,87,"2013-04-03 06:49:07","2013-04-03 11:20:04",66
"172.30.1.187","172.30.0.4",2,372,0.0,18,"2013-04-03 11:56:53","2013-04-03 11:58:00",2
"172.30.1.36","10.0.0.5",77,34258,620.1818182,34,"2013-04-03 06:54:04","2013-04-03 12:12:49",77
"172.10.1.42","10.0.0.12",104,46770,622.9807692,3,"2013-04-03 06:49:57","2013-04-03 14:43:57",104
"10.0.0.10","172.10.1.51",1,633,392.0,0,"2013-04-03 10:38:14","2013-04-03 10:38:14",1
"172.30.2.108","10.0.0.5",60,25538,596.5333333,30,"2013-04-03 06:52:07","2013-04-03 12:12:36",60
"172.30.1.132","10.0.0.10",65,29172,625.0461538,8,"2013-04-03 06:50:25","2013-04-03 11:36:41",65
"10.38.37.74","172.10.0.9",123,55112,506.0650407,3,"2013-04-03 01:23:58","2013-04-03 23:57:31",123
"172.30.1.42","10.0.0.9",69,31195,627.1884058,125,"2013-04-03 06:51:56","2013-04-03 12:09:01",69
"172.30.1.13","10.1.0.75",83,37512,624.7228916,5,"2013-04-03 06:50:19","2013-04-03 12:11:37",83
"172.20.1.234","10.0.0.5",148,67122,628.8783784,83,"2013-04-03 06:49:44","2013-04-03 15:14:31",148
"172.30.1.152","10.0.0.8",69,30521,614.4637681,0,"2013-04-03 06:49:35","2013-04-03 11:56:10",69
"172.10.1.180","10.0.0.13",81,37004,630.3333333,13,"2013-04-03 06:52:39","2013-04-03 15:00:34",81
"172.20.2.144","10.0.0.9",66,29898,623.3636364,4,"2013-04-03 06:50:49","2013-04-03 11:12:39",66
"172.10.1.240","10.0.0.9",104,47112,630.8846154,8,"2013-04-03 06:48:48","2013-04-03 14:48:34",104
"10.0.0.8","172.30.2.64",2,1264,391.0,0,"2013-04-03 10:29:20","2013-04-03 10:29:55",2
"172.30.2.136","10.0.0.5",67,29167,601.2835821,9,"2013-04-03 07:02:22","2013-04-03 12:12:37",67
"172.10.0.6","172.20.1.207",4,296,0.0,0,"2013-04-03 06:48:38","2013-04-03 20:17:12",4
"172.30.1.194","10.0.0.14",73,33898,626.6575342,37,"2013-04-03 06:50:21","2013-04-03 12:04:34",73
"172.20.1.233","10.0.0.7",112,50792,621.3392857,68,"2013-04-03 06:54:27","2013-04-03 15:17:49",112
"10.0.0.8","172.30.1.210",2,1264,391.0,0,"2013-04-03 11:29:44","2013-04-03 11:58:00",2
"172.30.1.193","10.0.0.7",66,29790,629.5454545,9,"2013-04-03 06:53:49","2013-04-03 12:04:29",66
"10.0.0.8","172.30.2.78",1,54,0.0,0,"2013-04-03 09:57:31","2013-04-03 09:57:31",1
"172.10.0.6","172.10.2.138",3,318,0.0,0,"2013-04-03 06:48:28","2013-04-03 20:17:01",3
"172.10.0.6","172.10.2.123",4,392,0.0,0,"2013-04-03 06:48:27","2013-04-03 20:17:01",4
"172.20.2.115","10.0.0.5",72,32562,623.2222222,11,"2013-04-03 06:52:55","2013-04-03 11:11:54",72
"172.10.1.128","10.0.0.5",62,27978,619.1935484,16,"2013-04-03 06:53:48","2013-04-03 15:08:05",62
"172.30.1.117","172.30.0.4",1,186,0.0,8,"2013-04-03 11:55:14","2013-04-03 11:55:14",1
"172.10.1.92","10.1.0.75",109,49098,627.6880734,11,"2013-04-03 06:50:21","2013-04-03 15:14:57",109
"172.20.2.65","10.0.0.5",70,31656,630.4571429,9,"2013-04-03 06:50:30","2013-04-03 11:13:19",70
"10.247.119.132","172.20.0.6",131,58348,506.519084,0,"2013-04-03 00:24:53","2013-04-03 23:38:42",131
"10.249.28.194","172.10.0.8",99,44136,521.2121212,4,"2013-04-03 00:40:57","2013-04-03 23:43:56",99
"172.20.1.228","10.0.0.13",124,56521,612.6451613,126,"2013-04-03 06:49:19","2013-04-03 15:16:02",124
"172.20.2.122","10.7.5.5",78,5039707,2573373.756,5473,"2013-04-03 10:10:31","2013-04-03 11:17:12",78
"172.30.1.6","10.0.0.8",81,36299,615.6296296,38,"2013-04-03 06:49:44","2013-04-03 12:12:42",81
"172.10.1.2","239.255.255.250",14,2800,0.0,6,"2013-04-03 06:36:20","2013-04-03 06:36:27",14
"172.20.2.112","10.0.0.5",59,27077,632.0,6,"2013-04-03 06:50:10","2013-04-03 11:13:08",59
"172.20.2.131","10.0.0.5",79,35849,629.9493671,6,"2013-04-03 06:49:18","2013-04-03 11:13:52",79
"172.30.2.61","10.0.0.9",61,26444,602.8196721,3,"2013-04-03 06:49:04","2013-04-03 12:12:36",61
"172.10.1.147","10.1.0.76",76,34680,631.4736842,42,"2013-04-03 06:48:47","2013-04-03 15:08:05",76
"172.10.0.6","172.30.1.167",3,222,0.0,0,"2013-04-03 03:23:07","2013-04-03 05:28:28",3
"172.10.2.117","10.0.0.7",113,48949,627.3628319,42,"2013-04-03 06:53:03","2013-04-03 15:17:34",113
"172.30.1.146","10.0.0.5",79,35679,630.6329114,3,"2013-04-03 06:49:40","2013-04-03 11:56:54",79
"10.0.0.5","172.30.1.182",1,632,391.0,0,"2013-04-03 11:04:30","2013-04-03 11:04:30",1
"172.10.1.129","10.0.0.8",71,32446,632.0,10,"2013-04-03 06:53:39","2013-04-03 15:05:43",71
"172.30.1.244","10.0.0.10",121,54946,632.107438,3,"2013-04-03 06:49:36","2013-04-03 15:09:55",121
"172.20.2.81","10.0.0.12",60,27416,626.1833333,20,"2013-04-03 06:51:11","2013-04-03 11:13:00",60
"172.20.0.7","172.0.0.1",21,1890,90.0,0,"2013-04-03 01:18:33","2013-04-03 23:19:10",21
"172.30.1.185","239.255.255.250",3,875,0.0,6,"2013-04-03 06:43:26","2013-04-03 12:05:33",3
"172.30.2.51","10.0.0.10",68,30086,603.4852941,93,"2013-04-03 06:55:32","2013-04-03 12:12:37",68
"172.30.1.57","172.0.0.1",25,3240,129.6,67,"2013-04-03 02:07:37","2013-04-03 22:05:39",25
"172.10.1.211","10.0.0.12",83,37236,623.4216867,4,"2013-04-03 06:54:34","2013-04-03 14:50:31",83
"172.20.2.62","10.0.0.5",70,31419,622.9714286,24,"2013-04-03 06:53:59","2013-04-03 11:11:20",70
"172.10.2.113","10.0.0.8",86,36732,624.1162791,20,"2013-04-03 06:50:34","2013-04-03 15:08:54",86
"10.1.0.75","172.10.1.100",1,633,392.0,0,"2013-04-03 10:07:09","2013-04-03 10:07:09",1
"10.0.0.6","172.20.1.69",1,570,108.0,0,"2013-04-03 10:10:00","2013-04-03 10:10:00",1
"172.10.1.127","10.1.0.77",70,32294,630.6857143,16,"2013-04-03 06:57:42","2013-04-03 15:08:47",70
"172.30.2.111","10.0.0.11",74,32458,612.8648649,121,"2013-04-03 06:54:14","2013-04-03 12:12:37",74
"172.10.1.50","10.1.0.75",98,44408,620.7142857,45,"2013-04-03 06:48:40","2013-04-03 15:11:24",98
"172.10.1.249","10.0.0.11",111,50394,632.027027,4,"2013-04-03 06:48:57","2013-04-03 15:18:25",111
"172.30.2.112","10.0.0.14",80,35026,591.5125,67,"2013-04-03 06:51:48","2013-04-03 12:12:37",80
"172.30.1.51","172.30.0.4",2,248,0.0,9,"2013-04-03 11:58:19","2013-04-03 11:58:41",2
"172.30.1.124","172.0.0.1",19,1980,104.2105263,1,"2013-04-03 00:59:25","2013-04-03 12:05:30",19
"10.0.0.8","172.20.1.78",2,1202,249.5,0,"2013-04-03 09:41:56","2013-04-03 11:08:47",2
"172.30.1.174","10.0.0.10",79,35444,622.9367089,11,"2013-04-03 06:49:04","2013-04-03 11:58:57",79
"10.0.0.5","172.10.1.246",1,632,391.0,0,"2013-04-03 09:43:26","2013-04-03 09:43:26",1
"172.10.2.102","239.255.255.250",10,2100,0.0,6,"2013-04-03 06:36:41","2013-04-03 06:36:48",10
"172.10.1.103","10.1.0.75",67,29988,607.0746269,31,"2013-04-03 06:51:42","2013-04-03 14:20:51",67
"172.10.0.6","172.20.2.133",11,814,0.0,0,"2013-04-03 04:22:18","2013-04-03 21:18:02",11
"172.30.1.93","10.0.0.9",61,27633,631.1147541,126,"2013-04-03 06:48:34","2013-04-03 12:11:49",61
"10.0.0.12","172.10.1.25",1,633,392.0,0,"2013-04-03 14:17:03","2013-04-03 14:17:03",1
"172.10.1.159","10.0.0.8",68,30465,615.0,28,"2013-04-03 06:51:31","2013-04-03 15:05:00",68
"172.10.1.122","10.1.0.75",82,37228,632.3414634,37,"2013-04-03 06:48:53","2013-04-03 14:53:31",82
"10.0.0.11","172.20.1.253",2,1266,392.0,0,"2013-04-03 11:27:09","2013-04-03 11:28:50",2
"172.10.1.90","239.255.255.250",1,525,0.0,6,"2013-04-03 06:36:27","2013-04-03 06:36:27",1
"10.1.0.76","172.30.2.65",1,633,392.0,0,"2013-04-03 09:35:12","2013-04-03 09:35:12",1
"172.10.1.114","10.0.0.14",73,33898,632.260274,25,"2013-04-03 06:52:32","2013-04-03 14:58:56",73
"172.20.2.59","239.255.255.250",8,1750,0.0,6,"2013-04-03 06:37:10","2013-04-03 06:37:18",8
"172.30.2.107","10.0.0.14",56,24970,617.8392857,222,"2013-04-03 06:49:21","2013-04-03 12:12:37",56
"10.0.0.7","172.10.1.18",1,632,391.0,0,"2013-04-03 09:54:02","2013-04-03 09:54:02",1
"10.0.0.9","172.10.2.136",1,570,108.0,0,"2013-04-03 09:49:05","2013-04-03 09:49:05",1
"10.0.0.6","172.30.2.54",1,632,391.0,0,"2013-04-03 10:40:13","2013-04-03 10:40:13",1
"172.10.1.200","10.0.0.9",88,40163,629.4545455,23,"2013-04-03 06:50:14","2013-04-03 14:47:52",88
"172.10.1.58","10.0.0.7",89,40383,629.5730337,5,"2013-04-03 06:48:26","2013-04-03 14:56:48",89
"172.30.1.82","172.0.0.1",25,2880,115.2,65,"2013-04-03 02:07:37","2013-04-03 22:05:39",25
"172.20.1.82","10.0.0.5",49,21515,609.6734694,0,"2013-04-03 06:51:44","2013-04-03 11:05:17",49
"172.10.1.227","10.0.0.5",88,40093,631.3863636,7,"2013-04-03 06:50:16","2013-04-03 14:57:25",88
"172.20.2.55","10.0.0.6",62,27229,604.1612903,6,"2013-04-03 06:51:04","2013-04-03 11:09:07",62
"172.20.1.237","10.0.0.5",155,70685,627.9225806,74,"2013-04-03 06:51:27","2013-04-03 14:59:36",155
"10.0.0.5","172.20.1.48",1,632,391.0,0,"2013-04-03 10:45:35","2013-04-03 10:45:35",1
"10.7.5.5","172.10.1.175",5,6732462,31980.8,175,"2013-04-03 11:22:12","2013-04-03 11:52:51",5
"172.30.1.167","10.0.0.9",78,35226,630.6153846,2,"2013-04-03 06:49:17","2013-04-03 12:04:57",78
"10.0.0.5","172.30.2.146",1,570,108.0,0,"2013-04-03 10:10:34","2013-04-03 10:10:34",1
"172.10.0.6","172.10.1.202",4,296,0.0,0,"2013-04-03 04:20:59","2013-04-03 20:16:27",4
"172.10.2.128","10.0.0.5",103,43952,626.8349515,19,"2013-04-03 06:50:47","2013-04-03 15:11:14",103
"172.30.1.172","10.0.0.14",74,33510,610.472973,31,"2013-04-03 06:48:36","2013-04-03 11:58:56",74
"172.10.2.82","10.0.0.11",100,42874,617.41,35,"2013-04-03 06:49:36","2013-04-03 14:48:54",100
"172.30.1.89","10.0.0.10",69,30662,611.4057971,18,"2013-04-03 06:53:24","2013-04-03 12:13:51",69
"172.20.1.250","10.7.5.5",348,25604142,3274030.52,12013,"2013-04-03 10:11:37","2013-04-03 14:56:08",348
"172.20.1.54","10.0.0.14",62,28370,631.1290323,7,"2013-04-03 06:52:59","2013-04-03 11:33:10",62
"10.0.0.12","172.10.2.76",1,633,368.0,0,"2013-04-03 09:44:38","2013-04-03 09:44:38",1
"10.0.0.6","172.20.1.241",2,1264,391.0,0,"2013-04-03 10:49:27","2013-04-03 10:56:55",2
"172.20.1.100","10.0.0.5",74,33630,632.0,13,"2013-04-03 06:51:21","2013-04-03 11:06:05",74
"172.10.1.24","10.0.0.8",108,49392,616.5185185,37,"2013-04-03 06:50:04","2013-04-03 15:04:02",108
"172.10.1.157","10.1.0.77",71,32534,624.9577465,20,"2013-04-03 06:49:14","2013-04-03 15:11:26",71
"172.20.1.49","10.0.0.11",74,33610,618.2972973,10,"2013-04-03 06:51:31","2013-04-03 11:27:09",74
"172.10.2.147","172.0.0.1",28,2610,83.57142857,0,"2013-04-03 01:10:48","2013-04-03 23:15:00",28
"10.0.0.6","172.20.2.129",1,578,620.0,3,"2013-04-03 10:26:33","2013-04-03 10:26:33",1
"172.20.2.70","10.0.0.5",66,29644,604.2121212,23,"2013-04-03 06:54:25","2013-04-03 11:23:36",66
"10.0.0.8","172.10.1.5",1,632,391.0,0,"2013-04-03 10:16:52","2013-04-03 10:16:52",1
"172.20.1.213","10.0.0.6",113,51501,621.840708,54,"2013-04-03 06:52:07","2013-04-03 15:16:57",113
"172.30.1.11","10.0.0.14",75,34294,633.0,13,"2013-04-03 06:48:17","2013-04-03 12:13:22",75
"172.10.1.103","10.0.0.10",88,40074,620.6363636,9,"2013-04-03 06:48:49","2013-04-03 15:12:00",88
"172.10.1.203","10.0.0.8",119,53792,623.2605042,20,"2013-04-03 06:51:47","2013-04-03 15:14:14",119
"172.10.1.50","10.0.0.12",117,53064,627.5897436,14,"2013-04-03 06:56:02","2013-04-03 15:14:12",117
"172.30.1.9","172.0.0.1",25,3780,151.2,67,"2013-04-03 02:07:37","2013-04-03 22:05:39",25
"172.30.1.58","10.0.0.6",82,36922,622.3170732,18,"2013-04-03 06:49:49","2013-04-03 12:11:09",82
"172.30.2.66","10.1.0.76",82,36382,615.5853659,34,"2013-04-03 06:57:49","2013-04-03 12:12:37",82
"172.10.1.88","239.255.255.250",2,700,0.0,6,"2013-04-03 06:36:21","2013-04-03 06:36:27",2
"172.20.2.90","10.0.0.14",66,30086,629.7272727,15,"2013-04-03 06:50:39","2013-04-03 11:07:44",66
"172.30.1.69","10.0.0.10",86,37736,608.4069767,31,"2013-04-03 06:48:27","2013-04-03 12:13:28",86
"10.0.0.12","172.10.2.119",1,633,368.0,0,"2013-04-03 10:35:33","2013-04-03 10:35:33",1
"172.20.1.250","10.0.0.11",123,56762,629.2357724,65,"2013-04-03 06:54:17","2013-04-03 15:12:15",123
"10.1.0.76","172.30.2.55",3,1320,261.3333333,0,"2013-04-03 09:44:45","2013-04-03 11:25:22",3
"172.20.2.61","239.255.255.250",7,1575,0.0,6,"2013-04-03 06:37:10","2013-04-03 06:37:18",7
"172.10.1.9","10.0.0.11",118,53476,627.1779661,23,"2013-04-03 06:48:41","2013-04-03 15:01:50",118
"172.20.0.4","10.0.0.42",39193,2530398,3.195672697,4713,"2013-04-03 09:32:33","2013-04-03 11:42:37",39193
"172.10.1.78","10.1.0.100",87,40216,632.6666667,18,"2013-04-03 06:54:20","2013-04-03 14:41:54",87
"172.20.2.95","10.0.0.12",82,37186,626.0365854,8,"2013-04-03 06:52:09","2013-04-03 11:11:44",82
"172.10.1.108","10.199.250.2",33,50118,63256.60606,28,"2013-04-03 07:19:01","2013-04-03 10:16:04",33
"10.0.0.14","172.30.2.56",1,571,108.0,0,"2013-04-03 10:55:13","2013-04-03 10:55:13",1
"172.10.1.190","10.0.0.10",72,32810,625.8194444,8,"2013-04-03 06:51:18","2013-04-03 14:49:51",72
"10.7.5.5","172.10.1.177",2,3701360,43798.0,80,"2013-04-03 11:57:25","2013-04-03 12:09:50",2
"10.1.0.75","172.30.1.68",1,633,392.0,0,"2013-04-03 10:00:23","2013-04-03 10:00:23",1
"172.30.1.219","10.0.0.5",111,50566,626.3783784,15,"2013-04-03 06:48:08","2013-04-03 14:51:24",111
"172.30.1.121","10.0.0.12",75,33780,617.6666667,82,"2013-04-03 06:51:12","2013-04-03 11:56:31",75
"172.10.1.93","10.1.0.77",110,50346,627.8090909,36,"2013-04-03 06:48:48","2013-04-03 15:06:49",110
"172.30.1.142","10.0.0.7",81,36814,631.3333333,12,"2013-04-03 06:50:01","2013-04-03 12:02:06",81
"10.0.0.11","172.20.2.108",1,633,392.0,0,"2013-04-03 10:59:55","2013-04-03 10:59:55",1
"10.0.0.13","172.30.2.95",2,1204,250.0,0,"2013-04-03 09:42:51","2013-04-03 11:08:14",2
"172.30.1.54","10.0.0.7",77,34482,622.3896104,16,"2013-04-03 06:48:10","2013-04-03 12:12:30",77
"172.10.2.129","10.0.0.13",113,48808,627.4690265,24,"2013-04-03 06:48:44","2013-04-03 15:00:00",113
"172.30.1.221","10.0.0.5",116,52444,626.0862069,13,"2013-04-03 06:49:24","2013-04-03 15:10:57",116
"10.0.0.13","172.30.1.192",3,1899,392.0,0,"2013-04-03 09:34:56","2013-04-03 11:10:19",3
"172.20.0.4","172.20.2.56",8,508166,0.0,0,"2013-04-03 06:49:03","2013-04-03 06:49:03",8
"10.0.0.10","172.30.2.102",2,1088,108.0,0,"2013-04-03 10:13:16","2013-04-03 10:20:42",2
"172.30.1.160","10.0.0.5",74,33547,625.3243243,14,"2013-04-03 06:51:56","2013-04-03 12:03:26",74
"172.10.0.6","172.20.2.128",13,962,0.0,0,"2013-04-03 04:22:17","2013-04-03 23:18:32",13
"172.10.0.6","172.10.1.46",1,74,0.0,0,"2013-04-03 06:47:41","2013-04-03 06:47:41",1
"172.30.1.149","10.0.0.8",67,30243,625.1044776,2,"2013-04-03 06:51:00","2013-04-03 11:44:59",67
"10.0.0.7","172.20.2.146",1,632,391.0,0,"2013-04-03 10:40:00","2013-04-03 10:40:00",1
"172.10.0.6","172.30.2.55",15,1110,0.0,0,"2013-04-03 12:51:03","2013-04-03 23:16:15",15
"10.0.0.5","172.10.1.239",1,632,391.0,0,"2013-04-03 10:44:02","2013-04-03 10:44:02",1
"172.20.2.77","239.255.255.250",4,1050,0.0,6,"2013-04-03 06:37:11","2013-04-03 06:37:18",4
"172.30.1.171","10.0.0.9",58,26220,631.0689655,0,"2013-04-03 06:48:23","2013-04-03 11:48:04",58
"172.10.0.6","172.20.1.220",4,296,0.0,0,"2013-04-03 04:21:44","2013-04-03 20:17:13",4
"172.30.1.229","10.0.0.7",124,55889,626.4677419,7,"2013-04-03 06:52:20","2013-04-03 14:59:43",124
"172.10.1.169","10.0.0.14",66,30194,632.1818182,10,"2013-04-03 07:00:02","2013-04-03 14:38:09",66
"172.30.1.71","10.0.0.12",85,38436,622.9176471,123,"2013-04-03 06:49:06","2013-04-03 12:09:31",85
"172.30.2.147","172.0.0.1",1,1080,0.0,2,"2013-04-03 06:36:09","2013-04-03 06:36:09",1
"172.20.1.28","10.0.0.7",68,30696,621.9117647,41,"2013-04-03 06:48:54","2013-04-03 11:04:06",68
"172.30.2.79","10.0.0.9",77,34948,623.0909091,23,"2013-04-03 06:55:01","2013-04-03 12:12:36",77
"172.20.1.67","10.7.5.5",73,4297741,2422943.164,4186,"2013-04-03 10:10:42","2013-04-03 11:13:51",73
"172.10.0.6","172.30.1.178",3,222,0.0,0,"2013-04-03 01:13:14","2013-04-03 05:28:31",3
"10.0.0.10","172.30.1.119",2,1142,108.0,0,"2013-04-03 09:54:51","2013-04-03 10:25:44",2
"10.0.0.13","172.20.1.210",1,633,392.0,0,"2013-04-03 11:11:51","2013-04-03 11:11:51",1
"10.7.5.5","172.20.2.90",3,8763604,72624.0,87,"2013-04-03 10:26:13","2013-04-03 10:41:50",3
"172.10.1.210","10.1.0.75",89,40648,627.1910112,9,"2013-04-03 06:54:07","2013-04-03 14:47:54",89
"10.0.0.12","172.20.1.99",1,633,392.0,0,"2013-04-03 09:32:49","2013-04-03 09:32:49",1
"172.20.0.4","172.20.1.132",24,1525818,0.0,103,"2013-04-03 07:07:16","2013-04-03 07:57:30",24
"172.30.1.51","10.0.0.7",74,33697,629.8108108,33,"2013-04-03 06:48:12","2013-04-03 12:08:19",74
"172.20.2.93","10.0.0.5",68,31033,632.0,7,"2013-04-03 06:49:08","2013-04-03 11:13:16",68
"10.0.0.13","172.30.2.128",1,571,108.0,0,"2013-04-03 10:33:02","2013-04-03 10:33:02",1
"172.30.2.80","239.255.255.250",13,2625,0.0,6,"2013-04-03 06:36:07","2013-04-03 06:36:15",13
"10.0.0.13","172.30.1.184",1,633,392.0,0,"2013-04-03 10:45:02","2013-04-03 10:45:02",1
"172.20.2.130","10.0.0.7",64,28884,623.9375,3,"2013-04-03 06:56:44","2013-04-03 11:11:25",64
"172.30.1.184","10.0.0.13",63,29008,632.1428571,8,"2013-04-03 06:58:00","2013-04-03 11:46:13",63
"10.1.0.75","172.30.2.57",1,571,108.0,0,"2013-04-03 09:41:02","2013-04-03 09:41:02",1
"172.30.1.244","10.0.0.7",123,55557,630.1788618,19,"2013-04-03 06:49:16","2013-04-03 15:05:08",123
"10.0.0.10","172.20.2.73",1,571,108.0,0,"2013-04-03 10:32:47","2013-04-03 10:32:47",1
"10.0.0.9","172.20.2.87",1,632,391.0,0,"2013-04-03 10:37:40","2013-04-03 10:37:40",1
"172.20.1.205","10.0.0.14",120,55286,631.5833333,89,"2013-04-03 06:49:11","2013-04-03 15:12:09",120
"10.0.0.10","172.30.2.104",1,633,392.0,0,"2013-04-03 09:43:03","2013-04-03 09:43:03",1
"172.30.1.134","172.0.0.1",18,1890,100.0,1,"2013-04-03 00:59:25","2013-04-03 11:50:36",18
